id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone 2,ramal2,whatsapp,e-mail,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social I - Jaboticabal,CRAS,público,Assistência Social,Local,,Rua,Vitório Brendolan,201,,,,Jaboticabal,3524303,SP,14890300,16,32041303,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,273252","-48,315096",Almoço das 12h às 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Itápolis,DDM,público,Delegacia da Mulher,Local,,Avenida,Duque de Caxias,1384,,,Jardim Karina,Itápolis,3522703,SP,14900000,16,32627852,,,,,,Não,09:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-21,593401","-48,817327",Delegacis fecha para almoço das 11h ás 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Policia - Ibitinga,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Bom Jesus,986,,,Centro,Ibitinga,3519600,SP,14940000,16,33422223,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,752228","-48,828011",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - São José do Rio Preto,DDM,público,Delegacia da Mulher,Local,,Rua,Floriano Peixoto,2880,,,Jardim Alto Rio Preto,São José do Rio Preto,3549805,SP,15010020,17,32332910,,32313708,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,818001","-49,401286",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social 2 - São José Do Rio Preto,CREAS,público,Assistência Social,Local,,Rua,Maximiano Mendes,154,,,,São José Do Rio Preto,3549805,SP,15014190,17,32272520,,,,,creas2norte@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,814622","-49,375291",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Centro - São José Do Rio Preto,CRAS,público,Assistência Social,Local,,Rua,Antônio de Godoy,3243,,,,São José Do Rio Preto,3549805,SP,15015100,17,32153300,,,,,crascentro@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,835701","-49,397931",
,penhas,mapa_acolhimento,Centro de Referência e Atendimento Às Mulheres,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Bernardino de Campo,4075,,,Redentora,São José Do Rio Preto,3549805,SP,15015300,17,32222041,,,,,cram@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,812699","-49,376537",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Jardim Belo Horizonte,CRAS,público,Assistência Social,Local,,Rua,Rogério Cozzi,657,,,São Paulo - Sp,São José Do Rio Preto,3549805,SP,15041240,17,32224256,,,,,crasbelohorizonte@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,791992","-49,416919",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Eldorado,CRAS,público,Assistência Social,Local,,Rua,Santa Fé do Sul,2813,,,Eldorado,São José do Rio Preto,3549805,SP,15043060,17,32177663,,,,,craseldorado@riopreto.sp.gov.br,,,,,,,,,"-20,789917","-49,400209",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Solo Sagrado,CRAS,público,Assistência Social,Local,,Rua,Beatriz da Conceição,241,,,,São José Do Rio Preto,3549805,SP,15044120,17,32173200,,,,,crassolosagrado@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,781467","-49,408940",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social João Paulo II,CRAS,público,Assistência Social,Local,,Rua,Rosa Generosa Pinheiro,401,,,,São José do Rio Preto,3549805,SP,15051110,17,32238550,,,,,crasjoaopaulo@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,773359","-49,365121",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social São Deocleciano,CRAS,público,Assistência Social,Local,,Avenida,Olinda Loria Khauan,151,,,,São José Do Rio Preto,3549805,SP,15057035,17,32231238,,,,,crassaodeocleciano@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,794764","-49,345765",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Vila Toninho,CRAS,público,Assistência Social,Local,,Rua,Antônio Lopes dos Santos,435,,,São Paulo - Sp,São José Do Rio Preto,3549805,SP,15077200,17,32181811,,,,,crasvilatoninho@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,847633","-49,339326",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social 1 - São José Do Rio Preto,CREAS,público,Assistência Social,Local,,Rua,José Polacchini Sobrinho,575,,,,São José Do Rio Preto,3549805,SP,15084160,17,32162226,,,,,creas1sul@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,825421","-49,380666",
,penhas,mapa_acolhimento,Hospital da Criança e Maternidade, ,público,Saúde,Local,,Avenida,Jamil Feres Kfouri,60,,,Jardim Panorama,São José Do Rio Preto,3549805,SP,15091240,17,32015000,,,,,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-20,827192","-49,399022",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Schmitt,CRAS,público,Assistência Social,Local,,Rua,Voluntários da Pátria,460,,,São Paulo - Sp,São José Do Rio Preto,3549805,SP,15104040,17,38081412,,,,,crasschimitt@riopreto.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,866883","-49,309755",
,"mapa_delegacias, penhas",mapa_delegacias,Polícia Civil - Mirassol,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Benjamin Constant,2405,,,Centro,Mirassol,3530300,SP,15130017,17,32423030,,32534404,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,814782","-49,513828",
,"mapa_delegacias, penhas",mapa_delegacias,Polícia Civil - Monte Aprazível,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Dom Pedro I,475,,,Centro,Monte Aprazível,3531407,SP,15150000,17,32752464,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,772358","-49,718286",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Jaci,CRAS,público,Assistência Social,Local,,Rua,Santa Izabel,3,,Cohab 3,,Jaci,3524501,SP,15155000,17,32831433,,,,,pmjacisocial@hotmail.com,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,887171","-49,573566",Almoço das 12h às 13h
,"mapa_delegacias, penhas",mapa_delegacias,1ª Delegacia de Defesa da Mulher - São Paulo,DDM,público,Delegacia da Mulher,Local,,Rua,Viêira Ravasco,26,,,Cambuci,São Paulo,3550308,SP,01518030,11,32758000,,,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-23,557338","-46,625331",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Polícia - José de Bonifácio,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Domingos Fernandes Alonso,551,,,Centro,José Bonifácio,3525706,SP,15200000,17,32452928,,32451151,,,Dpm.jbonifacio@policiacivil.sp.gov.br,Não,09:00:00,17:00:00,Dias úteis com plantão aos fins de semana,Sim,Sim,Sim,,"-21,053905","-49,686882",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Ubarana,CRAS,público,Assistência Social,Local,,Avenida,São Pedro,465,,,,Ubarana,3555356,SP,15225000,17,38071308,,38071130,,,ubarana.cras@bol.com.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,576147","-47,898167",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Planalto,CRAS,público,Assistência Social,Local,,Avenida,Rui Barbosa,697,,,,Planalto,3539608,SP,15260000,18,36951104,,,,,crasplanaltosp@bol.com.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,030794","-49,926913",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Macaubal,CRAS,público,Assistência Social,Local,,Rua,Amazonas,829,,,,Macaubal,3528106,SP,15270000,17,38743021,,,,,crasmacaubal@hotmail.com,Não,07:30:00,17:00:00,Dias úteis,,,,,"-20,814294","-49,965917",Almoço das 11h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Monções,CRAS,público,Assistência Social,Local,,Rua,Rio de Janeiro,558,,,,Monções,3531001,SP,15275000,,,,,,,crasmoncoes@hotmail.com,Não,07:00:00,16:30:00,Dias úteis,,,,,"-20,854035","-50,089849",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Luzia Garcia de Jesus - Lourdes,CRAS,público,Assistência Social,Local,,Rua,Doutor Pio Antunes de Figueiredo,215,,,Lourdes,Lourdes,3527256,SP,15285000,18,36991198,,,,,cras@lourdes.sp.gov.br,,,,,,,,,"-20,966823","-50,227050",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Magda,CRAS,público,Assistência Social,Local,,Rua,General Osório,333,,,,Magda,3528304,SP,15310000,17,34871522,,,,,crasmagda@hotmail.com,Não,07:00:00,11:00:00,Dias úteis,,,,,"-20,643766","-50,226890",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Lucianópolis,CRAS,público,Assistência Social,Local,,Rua,Santa Luzia,650,,,,Lucianópolis,3527504,SP,01534001,14,32861314,,,,,cras@lucianopolis.sp.gov.br,Não,08:00:00,12:00:00,Dias úteis,,,,,"-23,554669","-46,632557",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Pereira Barreto,DDM,público,Delegacia da Mulher,Local,,Rua,Francisca Senhorinha Carneiro,1456,,,Centro,Pereira Barreto,3537404,SP,15370000,18,37045288,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,643976","-51,107161",Atendimento presencial somente casos urgentes
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Ilha Solteira,CREAS,público,Assistência Social,Local,,Avenida,Brasil Norte,470,,,,Ilha Solteira,3520442,SP,15385000,18,37423587,,37424096,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-20,424601","-51,340360",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Ilha Solteira,CRAS,público,Assistência Social,Local,,Alameda,Continental,175,,,,Ilha Solteira,3520442,SP,15385000,18,37423555,,37422039,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-20,417488","-51,333692",Almoço das 12h às 13h30
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Ilha Solteira,DDM,público,Delegacia da Mulher,Local,,Rua,Passeio Cuiabá,408,,,Zona Sul,Ilha Solteira,3520442,SP,15385000,18,37424922,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,428254","-51,348435",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia de Defesa da Mulher - Olímpia,DDM,público,Delegacia da Mulher,Local,,Rua,David de Oliveira,353,,,Centro,Olímpia,3533908,SP,15400000,17,32816344,,32815849,,,,Não,08:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-20,737377","-48,909802",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Polícia - Votuporanga,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Bahia,3055,,,São João,Votuporanga,3557105,SP,15500000,17,34233300,,,,,,Sim,00:00:00,23:59:00,Dias úteis,Sim,Sim,Sim,,"-20,425968","-49,976542","Atendimento DDM até as 18h00, depois tem plantão 24hrs"
,penhas,mapa_acolhimento,Centro de Referência de Atendimento Às Mulheres,CRAM,público,Centro de Referência da Mulher,Local,,Rua,São Paulo,2959,,,Patrimônio,Votuporanga,3557105,SP,15500466,17,34235367,,,,,cram@votoporanga.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-23,555771","-46,639557",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Lidia Assad Ziadi Rodrigues,CRAS,público,Assistência Social,Local,,Avenida,Damião Gonzáles Martinês,1093,,,,Cosmorama,3512902,SP,15530000,17,38361372,,,,,cras@cosmorama.sp.gov.br,Não,07:00:00,17:00:00,Dias úteis,,,,,"-20,478226","-49,773611",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Macedônia,CRAS,público,Assistência Social,Local,,Rua,Doutor Cândido Filho,535,,,,Macedônia,3528205,SP,15620000,17,38491183,,,,,asocial@macedonia.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-20,144784","-50,193841",Almoço das 11h às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Populina,CRAS,público,Assistência Social,Local,,Rua,Pernambuco,1230,,,,Populina,3540408,SP,15670000,17,36391593,,,,,craspopulina@hotmail.com,Não,07:00:00,17:00:00,Dias úteis,,,,,"-19,942221","-50,537466",Almoço das 11h às 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Polícia - Jales,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Avenida,João Amadeu,2245,,,Centro,Jales,3524808,SP,15700200,17,36329297,,36329000,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-20,269799","-50,553215",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Polícia - Santa Fé do Sul,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Um,960,,1º andar,Centro,Santa Fé do Sul,3546603,SP,15775000,17,36311053,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,213594","-50,937934",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Catanduva,DDM,público,Delegacia da Mulher,Local,,Rua,Belo Horizonte,297,,,Centro,Catanduva,3511102,SP,15801150,17,35232279,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,134295","-48,977960",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia Civil - Taquaritinga,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Praça,Narciso Nuevo,,,,Centro,Taquaritinga,3553708,SP,15900000,16,32523477,,,,,,Não,09:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,412574","-48,510583",Solicitar medida protetiva até 16h30
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Monte Alto,DDM,público,Delegacia da Mulher,Local,,Rua,Gustavo de Godoy,426,,,Centro,Monte Alto,3531308,SP,15910000,16,32424813,,32432954,,,,Não,08:30:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,262252","-48,501636",Delegacia fecha para almoço das 12h ás 14h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Edmundo Mussi,CRAS,público,Assistência Social,Local,,Avenida,Francisco Sales,58,,,,Fernando Prestes,3515608,SP,15940000,11,50161597,,,,,cras@fernandoprestes.sp.gov.br,,,,,,,,,"-21,267393","-48,689595",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Matão,CREAS,público,Assistência Social,Local,,Avenida,,457,,,,Matão,3529302,SP,15990010,16,33848897,,,,,,Não,08:00:00,14:00:00,Dias úteis,,,,,"-21,599380","-48,368258",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Matão,DDM,público,Delegacia da Mulher,Local,,Rua,Affonso Maccagnan,630,,,Centro,Matão,3529302,SP,15990680,16,33825823,,,,,,Não,09:00:00,18:30:00,Dias úteis,Sim,Sim,Sim,,"-21,608246","-48,368098",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Geral de Polícia - Araçatuba,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,José Pedro de Santos,584,,,Centro,Araçatuba,3502804,SP,16010530,18,36223064,,,,,,Não,08:00:00,18:00:00,Dias úteis com plantão aos fins de semana,Sim,Sim,Sim,,"-21,212003","-50,445521",
,penhas,mapa_acolhimento,Centro de Referência Das Mulheres - Araçatuba,CRM,público,Centro de Referência da Mulher,Local,,Rua,Professora Chiquita Fernandes,615,,,Vila Bandeirantes,Araçatuba,3502804,SP,16025100,18,36234909,,,,,crm@aracatuba.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,215789","-50,442627",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Geral de Polícia - Birigui,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Nicolau da Silva Nunes,291,,,Jardim Popi,Birigui,3506508,SP,16201022,18,36421996,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,281105","-50,339491",B.O. é feito até as 17h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Piacatu,CRAS,público,Assistência Social,Local,,Rua,Alexandre Fleming,633,,,,Piacatu,3537701,SP,16230000,18,36931397,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,593239","-50,599509",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Piacatu,CRAS,público,Assistência Social,Local,,Rua,Roque Brambila,577,,,,Piacatu,3537701,SP,16230000,18,36931397,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,594158","-50,599805",Almoço das 111h30 às 13h
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Brejo Alegre,CRAS,público,Assistência Social,Local,,Rua,Coroados,265,,,,Brejo Alegre,3507753,SP,16265000,18,36461177,,,,,crasbrejoalegre@hotmail.com,Não,08:00:00,18:00:00,Dias úteis,,,,,"-21,167413","-50,185564",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Polícia - Penápolis,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Avenida,Bento da Cruz,223,,,Vila Anselmo,Penápolis,3537305,SP,16300000,18,36521951,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-21,420100","-50,078921",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Luiziânia,CRAS,público,Assistência Social,Local,,Avenida,Avenida Francisco Rossani,472,,,,Luiziânia,3527702,SP,16340000,18,36034102,,,,,cras@luiziania.sp.gov.br,Não,07:00:00,17:00:00,Dias úteis,,,,,"-21,673780","-50,331047",Almoço das 11h às 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Polícia - Lins,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Rua,Floriano Peixoto,1870,,,Centro,Lins,3527108,SP,16400106,14,35323380,,,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-21,676429","-49,764564",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social Prof Dra Nobuco Kameyama,CREAS,público,Assistência Social,Local,,Rua,Marechal Vasques,236,,,,Lins,3527108,SP,16400145,14,35239805,,,,,coordenacaocreas@lins.sp.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-21,668928","-49,751912",
,penhas,mapa_acolhimento,Delegacia de Defesa da Mulher - Lins,DDM,público,Delegacia da Mulher,Local,,Rua,Princesa Izabel,349,,,No Garcia. - Sao Paulo - Sp,Lins,3527108,SP,16400225,14,35333380,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-21,677152","-49,758714",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social - Lins,CRAS,público,Assistência Social,Local,,Rua,José Mendes,35,,,Vila Irmãos Andrade,Lins,3527108,SP,16400750,14,35235483,,997605013,,sim,crasparque@lins.sp.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-21,662935","-49,755235","Atendimento no Whatsapp é das 12h às 17h, segunda a sexta"
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Antonio Nunes Fernandes,CRAS,público,Assistência Social,Local,,Rua,Maria José Folquito Vanuchi,45,,,Conjunto Habitacional José Dias,Lins,3527108,SP,16402680,14,35222382,,997606558,,sim,crasjd@lins.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,Sim,,,,"-21,672560","-49,728015",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia da Mulher - Andradina,DDM,público,Delegacia da Mulher,Local,,Rua,José Augusto de Carvalho,1653,,,Centro,Andradina,3502101,SP,16901015,18,37221136,,37228696,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-20,898507","-51,384223",Medida protetiva deve ser solicitada até as 17h
,penhas,mapa_acolhimento,Centro de Referência Das Mulheres - Bauru,CRM,público,Centro de Referência da Mulher,Local,,Rua,Raposo Tavares,1135,,,Vila Brunhari,Bauru,3506003,SP,17011020,14,32277533,,,,,protecaoespecial@bauru.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,329050","-49,059314",
,"mapa_delegacias, penhas",mapa_delegacias,Centro de Polícia Judiciária - Bauru,CPJ,público,Posto de Atendimento em Delegacia Comum,Local,,Avenida,Rodrigues Alves,2323,,,Alto Higienópolis,Bauru,3506003,SP,17014040,14,32356500,,,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,,,"-22,319083","-49,059959",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Seccional de Policia - Jaú,DP,público,Posto de Atendimento em Delegacia Comum,Local,,Alameda,América,90,,,Centro,Jaú,3525300,SP,17201340,14,36266768,,,,,,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-22,296238","-48,563710",
,penhas,mapa_acolhimento,Centro de Referência e Atenção à Mulher,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Ana Claudina,447,,,Jardim Estádio,Jaú,3525300,SP,17203381,14,36247712,,36247712,,,casarosa@jau.sp.gov.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-22,301986","-48,570227",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Antonio Guedes Sobrinho,CRAS,público,Assistência Social,Local,,Rua,João Carlos Hueb ,959,,,,Macatuba,3528007,SP,17293306,14,32981047,,,,,cras@macatuba.sp.gov.br,Não,08:00:00,16:30:00,Dias úteis,,,,,"-22,525671","-48,727934",Almoço das 111h30 às 13h
